"Date Printed: Tuesday, November 14, 2023 1:25:46 PM",,,,,,,,,
"Title: ""Chlamydia | Gonorrhea | HIV diagnoses | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | 13-24 | 25-34 | 35-44 | 45-54 | 55+""""",,,,,,,,,
Footnote(s): Data for 2022 and 2023 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,
The 'Sex' column is used for either sex at birth or gender identity.,,,,,,,,,
NA - Not applicable.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Gonorrhea,2019,Louisiana,22,13-24,All races/ethnicities,Female,"3,815",1081.1,"352,891"
Gonorrhea,2019,Louisiana,22,55+,All races/ethnicities,Male,201,32.7,"614,219"
Gonorrhea,2019,Louisiana,22,45-54,All races/ethnicities,Male,370,138.7,"266,781"
Gonorrhea,2019,Louisiana,22,35-44,All races/ethnicities,Male,856,295,"290,218"
Gonorrhea,2019,Louisiana,22,25-34,All races/ethnicities,Male,"2,358",716.9,"328,904"
Gonorrhea,2019,Louisiana,22,13-24,All races/ethnicities,Male,"2,919",798.4,"365,602"
Gonorrhea,2018,Louisiana,22,55+,All races/ethnicities,Female,21,2.9,"719,909"
Gonorrhea,2018,Louisiana,22,45-54,All races/ethnicities,Female,80,27.7,"289,305"
Gonorrhea,2018,Louisiana,22,35-44,All races/ethnicities,Female,341,115.4,"295,555"
Gonorrhea,2018,Louisiana,22,25-34,All races/ethnicities,Female,"1,565",468.9,"333,783"
Gonorrhea,2018,Louisiana,22,13-24,All races/ethnicities,Female,"3,889",1091.6,"356,253"
Gonorrhea,2018,Louisiana,22,55+,All races/ethnicities,Male,177,29.3,"604,891"
Gonorrhea,2018,Louisiana,22,45-54,All races/ethnicities,Male,325,118.6,"274,124"
Gonorrhea,2018,Louisiana,22,35-44,All races/ethnicities,Male,681,236.6,"287,786"
Gonorrhea,2018,Louisiana,22,25-34,All races/ethnicities,Male,"2,219",666.6,"332,899"
Gonorrhea,2018,Louisiana,22,13-24,All races/ethnicities,Male,"2,736",740.9,"369,260"
Chlamydia,2021,Louisiana,22,55+,All races/ethnicities,Female,74,10.1,"730,516"
Chlamydia,2021,Louisiana,22,45-54,All races/ethnicities,Female,179,65.9,"271,756"
Chlamydia,2021,Louisiana,22,35-44,All races/ethnicities,Female,945,306.8,"308,007"
Chlamydia,2021,Louisiana,22,25-34,All races/ethnicities,Female,"4,907",1560.1,"314,540"
Chlamydia,2021,Louisiana,22,13-24,All races/ethnicities,Female,"16,762",4689.9,"357,404"
Chlamydia,2021,Louisiana,22,55+,All races/ethnicities,Male,125,19.9,"626,684"
Chlamydia,2021,Louisiana,22,45-54,All races/ethnicities,Male,262,99.6,"263,001"
Chlamydia,2021,Louisiana,22,35-44,All races/ethnicities,Male,953,316.5,"301,095"
Chlamydia,2021,Louisiana,22,25-34,All races/ethnicities,Male,"3,074",985.4,"311,957"
Chlamydia,2021,Louisiana,22,13-24,All races/ethnicities,Male,"6,451",1742.1,"370,297"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,55+,All races/ethnicities,Female,70,9.6,"726,199"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,45-54,All races/ethnicities,Female,154,55.7,"276,414"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,35-44,All races/ethnicities,Female,834,273,"305,469"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,25-34,All races/ethnicities,Female,"4,853",1508.7,"321,668"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,13-24,All races/ethnicities,Female,"16,608",4657.9,"356,556"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,55+,All races/ethnicities,Male,142,22.8,"623,970"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,45-54,All races/ethnicities,Male,200,74.6,"267,945"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,35-44,All races/ethnicities,Male,852,284.4,"299,541"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,25-34,All races/ethnicities,Male,"2,985",935.5,"319,076"
Chlamydia,2020 (COVID-19 Pandemic),Louisiana,22,13-24,All races/ethnicities,Male,"6,259",1693.3,"369,636"
Chlamydia,2019,Louisiana,22,55+,All races/ethnicities,Female,78,10.7,"731,473"
Chlamydia,2019,Louisiana,22,45-54,All races/ethnicities,Female,170,60.4,"281,567"
Chlamydia,2019,Louisiana,22,35-44,All races/ethnicities,Female,903,301.4,"299,636"
Chlamydia,2019,Louisiana,22,25-34,All races/ethnicities,Female,"5,322",1616,"329,323"
Chlamydia,2019,Louisiana,22,13-24,All races/ethnicities,Female,"18,027",5108.4,"352,891"
Chlamydia,2019,Louisiana,22,55+,All races/ethnicities,Male,124,20.2,"614,219"
Chlamydia,2019,Louisiana,22,45-54,All races/ethnicities,Male,286,107.2,"266,781"
Chlamydia,2019,Louisiana,22,35-44,All races/ethnicities,Male,903,311.1,"290,218"
Chlamydia,2019,Louisiana,22,25-34,All races/ethnicities,Male,"3,325",1010.9,"328,904"
Chlamydia,2019,Louisiana,22,13-24,All races/ethnicities,Male,"6,954",1902.1,"365,602"
Chlamydia,2018,Louisiana,22,55+,All races/ethnicities,Female,69,9.6,"719,909"
Chlamydia,2018,Louisiana,22,45-54,All races/ethnicities,Female,182,62.9,"289,305"
Chlamydia,2018,Louisiana,22,35-44,All races/ethnicities,Female,955,323.1,"295,555"
Chlamydia,2018,Louisiana,22,25-34,All races/ethnicities,Female,"5,404",1619,"333,783"
Chlamydia,2018,Louisiana,22,13-24,All races/ethnicities,Female,"18,578",5214.8,"356,253"
Chlamydia,2018,Louisiana,22,55+,All races/ethnicities,Male,129,21.3,"604,891"
Chlamydia,2018,Louisiana,22,45-54,All races/ethnicities,Male,260,94.8,"274,124"
Chlamydia,2018,Louisiana,22,35-44,All races/ethnicities,Male,796,276.6,"287,786"
Chlamydia,2018,Louisiana,22,25-34,All races/ethnicities,Male,"3,216",966.1,"332,899"
Chlamydia,2018,Louisiana,22,13-24,All races/ethnicities,Male,"6,663",1804.4,"369,260"
HIV diagnoses,2021,Louisiana,22,55+,All races/ethnicities,Female,30,4.1,"730,516"
HIV diagnoses,2021,Louisiana,22,45-54,All races/ethnicities,Female,31,11.4,"271,756"
HIV diagnoses,2021,Louisiana,22,35-44,All races/ethnicities,Female,63,20.5,"308,007"
HIV diagnoses,2021,Louisiana,22,25-34,All races/ethnicities,Female,60,19.1,"314,540"
HIV diagnoses,2021,Louisiana,22,13-24,All races/ethnicities,Female,24,6.7,"357,404"
HIV diagnoses,2021,Louisiana,22,55+,All races/ethnicities,Male,66,10.5,"626,684"
HIV diagnoses,2021,Louisiana,22,45-54,All races/ethnicities,Male,57,21.7,"263,001"
HIV diagnoses,2021,Louisiana,22,35-44,All races/ethnicities,Male,131,43.5,"301,095"
HIV diagnoses,2021,Louisiana,22,25-34,All races/ethnicities,Male,240,76.9,"311,957"
HIV diagnoses,2021,Louisiana,22,13-24,All races/ethnicities,Male,197,53.2,"370,297"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,55+,All races/ethnicities,Female,19,2.6,"726,199"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,45-54,All races/ethnicities,Female,31,11.2,"276,414"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,35-44,All races/ethnicities,Female,43,14.1,"305,469"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,25-34,All races/ethnicities,Female,52,16.2,"321,668"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,13-24,All races/ethnicities,Female,23,6.5,"356,556"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,55+,All races/ethnicities,Male,32,5.1,"623,970"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,45-54,All races/ethnicities,Male,51,19,"267,945"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,35-44,All races/ethnicities,Male,122,40.7,"299,541"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,25-34,All races/ethnicities,Male,184,57.7,"319,076"
HIV diagnoses,2020 (COVID-19 Pandemic),Louisiana,22,13-24,All races/ethnicities,Male,161,43.6,"369,636"
HIV diagnoses,2019,Louisiana,22,55+,All races/ethnicities,Female,18,2.5,"732,281"
HIV diagnoses,2019,Louisiana,22,45-54,All races/ethnicities,Female,36,12.8,"281,941"
HIV diagnoses,2019,Louisiana,22,35-44,All races/ethnicities,Female,55,18.3,"300,118"
HIV diagnoses,2019,Louisiana,22,25-34,All races/ethnicities,Female,61,18.5,"330,221"
HIV diagnoses,2019,Louisiana,22,13-24,All races/ethnicities,Female,23,6.5,"353,516"
HIV diagnoses,2019,Louisiana,22,55+,All races/ethnicities,Male,58,9.4,"615,198"
HIV diagnoses,2019,Louisiana,22,45-54,All races/ethnicities,Male,77,28.8,"267,208"
HIV diagnoses,2019,Louisiana,22,35-44,All races/ethnicities,Male,123,42.3,"290,855"
HIV diagnoses,2019,Louisiana,22,25-34,All races/ethnicities,Male,265,80.3,"330,062"
HIV diagnoses,2019,Louisiana,22,13-24,All races/ethnicities,Male,163,44.4,"366,785"
HIV diagnoses,2018,Louisiana,22,55+,All races/ethnicities,Female,25,3.5,"720,385"
HIV diagnoses,2018,Louisiana,22,45-54,All races/ethnicities,Female,39,13.5,"289,494"
HIV diagnoses,2018,Louisiana,22,35-44,All races/ethnicities,Female,69,23.3,"295,842"
HIV diagnoses,2018,Louisiana,22,25-34,All races/ethnicities,Female,81,24.2,"334,272"
HIV diagnoses,2018,Louisiana,22,13-24,All races/ethnicities,Female,35,9.8,"356,505"
HIV diagnoses,2018,Louisiana,22,55+,All races/ethnicities,Male,45,7.4,"605,214"
HIV diagnoses,2018,Louisiana,22,45-54,All races/ethnicities,Male,92,33.5,"274,324"
HIV diagnoses,2018,Louisiana,22,35-44,All races/ethnicities,Male,120,41.7,"288,044"
HIV diagnoses,2018,Louisiana,22,25-34,All races/ethnicities,Male,260,78,"333,330"
HIV diagnoses,2018,Louisiana,22,13-24,All races/ethnicities,Male,188,50.9,"369,678"
Gonorrhea,2021,Maine,23,55+,All races/ethnicities,Female,1,0.4,"269,030"
Gonorrhea,2021,Maine,23,45-54,All races/ethnicities,Female,7,8.1,"86,235"
Gonorrhea,2021,Maine,23,35-44,All races/ethnicities,Female,29,35,"82,927"
Gonorrhea,2021,Maine,23,25-34,All races/ethnicities,Female,57,68.7,"82,975"
Gonorrhea,2021,Maine,23,13-24,All races/ethnicities,Female,80,88.8,"90,044"
Gonorrhea,2021,Maine,23,55+,All races/ethnicities,Male,20,8.3,"241,461"
Gonorrhea,2021,Maine,23,45-54,All races/ethnicities,Male,35,41.4,"84,597"
Gonorrhea,2021,Maine,23,35-44,All races/ethnicities,Male,52,63.1,"82,360"
Gonorrhea,2021,Maine,23,25-34,All races/ethnicities,Male,112,133.9,"83,637"
Gonorrhea,2021,Maine,23,13-24,All races/ethnicities,Male,68,71.3,"95,379"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,55+,All races/ethnicities,Female,1,0.4,"265,182"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,45-54,All races/ethnicities,Female,11,12.5,"87,943"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,35-44,All races/ethnicities,Female,23,28.5,"80,568"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,25-34,All races/ethnicities,Female,70,85.9,"81,474"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,13-24,All races/ethnicities,Female,Data suppressed,Data suppressed,"89,681"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,55+,All races/ethnicities,Male,10,4.2,"238,309"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,45-54,All races/ethnicities,Male,25,29,"86,228"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,35-44,All races/ethnicities,Male,64,80.2,"79,768"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,25-34,All races/ethnicities,Male,122,148.4,"82,229"
Gonorrhea,2020 (COVID-19 Pandemic),Maine,23,13-24,All races/ethnicities,Male,Data suppressed,Data suppressed,"94,899"
Gonorrhea,2019,Maine,23,55+,All races/ethnicities,Female,2,0.8,"264,662"
Gonorrhea,2019,Maine,23,45-54,All races/ethnicities,Female,8,9,"89,291"
Gonorrhea,2019,Maine,23,35-44,All races/ethnicities,Female,35,44.8,"78,089"
Gonorrhea,2019,Maine,23,25-34,All races/ethnicities,Female,54,66.9,"80,746"
Gonorrhea,2019,Maine,23,13-24,All races/ethnicities,Female,103,116.6,"88,324"
Gonorrhea,2019,Maine,23,55+,All races/ethnicities,Male,16,6.9,"232,163"
Gonorrhea,2019,Maine,23,45-54,All races/ethnicities,Male,43,50.3,"85,439"
Gonorrhea,2019,Maine,23,35-44,All races/ethnicities,Male,74,97.4,"75,986"
Gonorrhea,2019,Maine,23,25-34,All races/ethnicities,Male,110,134,"82,062"
Gonorrhea,2019,Maine,23,13-24,All races/ethnicities,Male,101,108,"93,483"
Gonorrhea,2018,Maine,23,55+,All races/ethnicities,Female,3,1.2,"260,016"
Gonorrhea,2018,Maine,23,45-54,All races/ethnicities,Female,11,12,"91,949"
Gonorrhea,2018,Maine,23,35-44,All races/ethnicities,Female,35,45.3,"77,324"
Gonorrhea,2018,Maine,23,25-34,All races/ethnicities,Female,96,120.6,"79,624"
Gonorrhea,2018,Maine,23,13-24,All races/ethnicities,Female,105,117.8,"89,128"
Gonorrhea,2018,Maine,23,55+,All races/ethnicities,Male,32,14,"227,907"
Gonorrhea,2018,Maine,23,45-54,All races/ethnicities,Male,45,51.1,"88,055"
Gonorrhea,2018,Maine,23,35-44,All races/ethnicities,Male,86,114.6,"75,075"
Gonorrhea,2018,Maine,23,25-34,All races/ethnicities,Male,152,188.3,"80,723"
Gonorrhea,2018,Maine,23,13-24,All races/ethnicities,Male,142,150.8,"94,140"
Chlamydia,2021,Maine,23,55+,All races/ethnicities,Female,3,1.1,"269,030"
Chlamydia,2021,Maine,23,45-54,All races/ethnicities,Female,12,13.9,"86,235"
Chlamydia,2021,Maine,23,35-44,All races/ethnicities,Female,43,51.9,"82,927"
Chlamydia,2021,Maine,23,25-34,All races/ethnicities,Female,179,215.7,"82,975"
Chlamydia,2021,Maine,23,13-24,All races/ethnicities,Female,565,627.5,"90,044"
Chlamydia,2021,Maine,23,55+,All races/ethnicities,Male,22,9.1,"241,461"
Chlamydia,2021,Maine,23,45-54,All races/ethnicities,Male,25,29.6,"84,597"
Chlamydia,2021,Maine,23,35-44,All races/ethnicities,Male,50,60.7,"82,360"
Chlamydia,2021,Maine,23,25-34,All races/ethnicities,Male,152,181.7,"83,637"
Chlamydia,2021,Maine,23,13-24,All races/ethnicities,Male,205,214.9,"95,379"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,55+,All races/ethnicities,Female,4,1.5,"265,182"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,45-54,All races/ethnicities,Female,10,11.4,"87,943"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,35-44,All races/ethnicities,Female,57,70.7,"80,568"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,25-34,All races/ethnicities,Female,239,293.3,"81,474"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,13-24,All races/ethnicities,Female,722,805.1,"89,681"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,55+,All races/ethnicities,Male,16,6.7,"238,309"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,45-54,All races/ethnicities,Male,17,19.7,"86,228"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,35-44,All races/ethnicities,Male,56,70.2,"79,768"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,25-34,All races/ethnicities,Male,169,205.5,"82,229"
Chlamydia,2020 (COVID-19 Pandemic),Maine,23,13-24,All races/ethnicities,Male,240,252.9,"94,899"
Chlamydia,2019,Maine,23,55+,All races/ethnicities,Female,2,0.8,"264,662"
Chlamydia,2019,Maine,23,45-54,All races/ethnicities,Female,10,11.2,"89,291"
Chlamydia,2019,Maine,23,35-44,All races/ethnicities,Female,45,57.6,"78,089"
Chlamydia,2019,Maine,23,25-34,All races/ethnicities,Female,269,333.1,"80,746"
Chlamydia,2019,Maine,23,13-24,All races/ethnicities,Female,774,876.3,"88,324"
Chlamydia,2019,Maine,23,55+,All races/ethnicities,Male,10,4.3,"232,163"
Chlamydia,2019,Maine,23,45-54,All races/ethnicities,Male,14,16.4,"85,439"
Chlamydia,2019,Maine,23,35-44,All races/ethnicities,Male,55,72.4,"75,986"
Chlamydia,2019,Maine,23,25-34,All races/ethnicities,Male,190,231.5,"82,062"
Chlamydia,2019,Maine,23,13-24,All races/ethnicities,Male,277,296.3,"93,483"
Chlamydia,2018,Maine,23,55+,All races/ethnicities,Female,7,2.7,"260,016"
Chlamydia,2018,Maine,23,45-54,All races/ethnicities,Female,15,16.3,"91,949"
Chlamydia,2018,Maine,23,35-44,All races/ethnicities,Female,93,120.3,"77,324"
Chlamydia,2018,Maine,23,25-34,All races/ethnicities,Female,541,679.4,"79,624"
Chlamydia,2018,Maine,23,13-24,All races/ethnicities,Female,"1,637",1836.7,"89,128"
Chlamydia,2018,Maine,23,55+,All races/ethnicities,Male,12,5.3,"227,907"
Chlamydia,2018,Maine,23,45-54,All races/ethnicities,Male,33,37.5,"88,055"
Chlamydia,2018,Maine,23,35-44,All races/ethnicities,Male,89,118.5,"75,075"
Chlamydia,2018,Maine,23,25-34,All races/ethnicities,Male,379,469.5,"80,723"
Chlamydia,2018,Maine,23,13-24,All races/ethnicities,Male,669,710.6,"94,140"
HIV diagnoses,2021,Maine,23,55+,All races/ethnicities,Female,1,0.4,"269,030"
HIV diagnoses,2021,Maine,23,45-54,All races/ethnicities,Female,0,0,"86,235"
HIV diagnoses,2021,Maine,23,35-44,All races/ethnicities,Female,1,1.2,"82,927"
HIV diagnoses,2021,Maine,23,25-34,All races/ethnicities,Female,2,2.4,"82,975"
HIV diagnoses,2021,Maine,23,13-24,All races/ethnicities,Female,0,0,"90,039"
HIV diagnoses,2021,Maine,23,55+,All races/ethnicities,Male,5,2.1,"241,461"
HIV diagnoses,2021,Maine,23,45-54,All races/ethnicities,Male,2,2.4,"84,597"
HIV diagnoses,2021,Maine,23,35-44,All races/ethnicities,Male,10,12.1,"82,360"
HIV diagnoses,2021,Maine,23,25-34,All races/ethnicities,Male,7,8.4,"83,637"
HIV diagnoses,2021,Maine,23,13-24,All races/ethnicities,Male,3,3.1,"95,379"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,55+,All races/ethnicities,Female,2,0.8,"265,182"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,45-54,All races/ethnicities,Female,1,1.1,"87,943"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,35-44,All races/ethnicities,Female,1,1.2,"80,568"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,25-34,All races/ethnicities,Female,1,1.2,"81,474"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,13-24,All races/ethnicities,Female,0,0,"89,680"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,55+,All races/ethnicities,Male,4,1.7,"238,309"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,45-54,All races/ethnicities,Male,0,0,"86,228"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,35-44,All races/ethnicities,Male,3,3.8,"79,768"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,25-34,All races/ethnicities,Male,3,3.6,"82,229"
HIV diagnoses,2020 (COVID-19 Pandemic),Maine,23,13-24,All races/ethnicities,Male,1,1.1,"94,899"
HIV diagnoses,2019,Maine,23,55+,All races/ethnicities,Female,0,0,"264,486"
HIV diagnoses,2019,Maine,23,45-54,All races/ethnicities,Female,2,2.2,"89,356"
HIV diagnoses,2019,Maine,23,35-44,All races/ethnicities,Female,3,3.8,"78,171"
HIV diagnoses,2019,Maine,23,25-34,All races/ethnicities,Female,4,4.9,"80,949"
HIV diagnoses,2019,Maine,23,13-24,All races/ethnicities,Female,0,0,"88,440"
HIV diagnoses,2019,Maine,23,55+,All races/ethnicities,Male,5,2.2,"232,365"
HIV diagnoses,2019,Maine,23,45-54,All races/ethnicities,Male,4,4.7,"85,406"
HIV diagnoses,2019,Maine,23,35-44,All races/ethnicities,Male,3,3.9,"76,145"
HIV diagnoses,2019,Maine,23,25-34,All races/ethnicities,Male,4,4.9,"82,307"
HIV diagnoses,2019,Maine,23,13-24,All races/ethnicities,Male,5,5.3,"93,530"
HIV diagnoses,2018,Maine,23,55+,All races/ethnicities,Female,0,0,"260,130"
HIV diagnoses,2018,Maine,23,45-54,All races/ethnicities,Female,1,1.1,"92,006"
HIV diagnoses,2018,Maine,23,35-44,All races/ethnicities,Female,2,2.6,"77,367"
HIV diagnoses,2018,Maine,23,25-34,All races/ethnicities,Female,1,1.3,"79,714"
HIV diagnoses,2018,Maine,23,13-24,All races/ethnicities,Female,3,3.4,"89,250"
HIV diagnoses,2018,Maine,23,55+,All races/ethnicities,Male,5,2.2,"228,205"
HIV diagnoses,2018,Maine,23,45-54,All races/ethnicities,Male,2,2.3,"88,081"
HIV diagnoses,2018,Maine,23,35-44,All races/ethnicities,Male,5,6.7,"75,142"
HIV diagnoses,2018,Maine,23,25-34,All races/ethnicities,Male,11,13.6,"80,844"
HIV diagnoses,2018,Maine,23,13-24,All races/ethnicities,Male,1,1.1,"94,162"
Gonorrhea,2021,Maryland,24,55+,All races/ethnicities,Female,Data suppressed,Data suppressed,"997,978"
Gonorrhea,2021,Maryland,24,45-54,All races/ethnicities,Female,Data suppressed,Data suppressed,"402,653"
Gonorrhea,2021,Maryland,24,35-44,All races/ethnicities,Female,Data suppressed,Data suppressed,"420,562"
Gonorrhea,2021,Maryland,24,25-34,All races/ethnicities,Female,Data suppressed,Data suppressed,"413,444"
Gonorrhea,2021,Maryland,24,13-24,All races/ethnicities,Female,Data suppressed,Data suppressed,"456,832"
Gonorrhea,2021,Maryland,24,55+,All races/ethnicities,Male,Data suppressed,Data suppressed,"843,024"
Gonorrhea,2021,Maryland,24,45-54,All races/ethnicities,Male,Data suppressed,Data suppressed,"380,890"
Gonorrhea,2021,Maryland,24,35-44,All races/ethnicities,Male,Data suppressed,Data suppressed,"406,691"
Gonorrhea,2021,Maryland,24,25-34,All races/ethnicities,Male,Data suppressed,Data suppressed,"408,349"
Gonorrhea,2021,Maryland,24,13-24,All races/ethnicities,Male,Data suppressed,Data suppressed,"471,278"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,55+,All races/ethnicities,Female,35,3.5,"986,518"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,45-54,All races/ethnicities,Female,99,24.1,"411,533"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,35-44,All races/ethnicities,Female,410,98.8,"414,863"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,25-34,All races/ethnicities,Female,"1,503",360.2,"417,245"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,13-24,All races/ethnicities,Female,"2,679",588.2,"455,454"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,55+,All races/ethnicities,Male,290,34.8,"834,001"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,45-54,All races/ethnicities,Male,504,129.5,"389,228"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,35-44,All races/ethnicities,Male,"1,070",266.4,"401,675"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,25-34,All races/ethnicities,Male,"2,884",699,"412,602"
Gonorrhea,2020 (COVID-19 Pandemic),Maryland,24,13-24,All races/ethnicities,Male,"2,522",537,"469,642"
Gonorrhea,2019,Maryland,24,55+,All races/ethnicities,Female,46,4.7,"974,208"
Gonorrhea,2019,Maryland,24,45-54,All races/ethnicities,Female,129,31.2,"413,498"
Gonorrhea,2019,Maryland,24,35-44,All races/ethnicities,Female,396,98.8,"400,709"
Gonorrhea,2019,Maryland,24,25-34,All races/ethnicities,Female,"1,532",368.6,"415,638"
Gonorrhea,2019,Maryland,24,13-24,All races/ethnicities,Female,"2,462",555.6,"443,155"
Gonorrhea,2019,Maryland,24,55+,All races/ethnicities,Male,382,47.5,"803,707"
Gonorrhea,2019,Maryland,24,45-54,All races/ethnicities,Male,564,147.7,"381,969"
Gonorrhea,2019,Maryland,24,35-44,All races/ethnicities,Male,"1,056",276.8,"381,504"
Gonorrhea,2019,Maryland,24,25-34,All races/ethnicities,Male,"2,850",689.1,"413,611"
Gonorrhea,2019,Maryland,24,13-24,All races/ethnicities,Male,"2,175",474.4,"458,482"
Gonorrhea,2018,Maryland,24,55+,All races/ethnicities,Female,34,3.6,"955,421"
Gonorrhea,2018,Maryland,24,45-54,All races/ethnicities,Female,98,23,"425,442"
Gonorrhea,2018,Maryland,24,35-44,All races/ethnicities,Female,329,83,"396,275"
Gonorrhea,2018,Maryland,24,25-34,All races/ethnicities,Female,"1,342",321.6,"417,251"
Gonorrhea,2018,Maryland,24,13-24,All races/ethnicities,Female,"2,413",541.6,"445,494"
Gonorrhea,2018,Maryland,24,55+,All races/ethnicities,Male,273,34.6,"787,929"
Gonorrhea,2018,Maryland,24,45-54,All races/ethnicities,Male,490,124.6,"393,285"
Gonorrhea,2018,Maryland,24,35-44,All races/ethnicities,Male,840,223.1,"376,535"
Gonorrhea,2018,Maryland,24,25-34,All races/ethnicities,Male,"2,328",562.1,"414,144"
Gonorrhea,2018,Maryland,24,13-24,All races/ethnicities,Male,"2,142",464.3,"461,297"
Chlamydia,2021,Maryland,24,55+,All races/ethnicities,Female,Data suppressed,Data suppressed,"997,978"
Chlamydia,2021,Maryland,24,45-54,All races/ethnicities,Female,Data suppressed,Data suppressed,"402,653"
Chlamydia,2021,Maryland,24,35-44,All races/ethnicities,Female,Data suppressed,Data suppressed,"420,562"
